Deck	Front	Back	Tags
Pharma	A 55-year-old postmenopausal woman presents to the clinic for a routine health maintenance examination.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Breast</b><br><br>Combined estrogen-progestin therapy effectively treats vasomotor symptoms of menopause but carries a significant increased risk of breast cancer due to proliferative effects on breast tissue. Progestin protects the endometrium, but both hormones stimulate breast growth, making breast cancer the malignancy of greatest concern in women on this regimen.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 22-year-old man is brought to the emergency department by police after being found walking barefoot in traffic and shouting incoherently.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Phencyclidine</b><br><br>4 out of 5 times, PCP is the answer on USMLE for a highly combative patient with nystagmus. A 1 out of 5 alternate presentation is mutism + constricted pupils.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 28-year-old man comes to the clinic for evaluation after a routine screening at his local gym revealed an unusually high hemoglobin concentration.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>This athlete’s elevated hematocrit with low-normal erythropoietin and no hypoxia is due to supplement use. Exogenous erythropoietin or anabolic steroids increase red cell mass, improving endurance but predisposing to dangerous thrombotic events.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	Platelet count 250,000/µL Erythropoietin level Low-normal Which of the following best explains this patient’s condition?<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Chronic hypoxic pulmonary disease</b><br><br>The first-line treatment for acute otitis media in children is high-dose amoxicillin, which effectively covers the most common bacterial pathogens: S, pneumoniae, H. influenzae, and M. catarrhalis. Amoxicillin-clavulanate is preferred in children with recent β-lactam use, recurrent infections, or concurrent conjunctivitis (suggesting H. influenzae). For children with a non–type I penicillin allergy, an oral cephalosporin (e.g., cefdinir) is appropriate, while those with a severe penicillin allergy (e.g., anaphylaxis) should receive a macrolide such as azithromycin.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 37-year-old woman presents to the dermatology clinic with a 3-week history of an intensely itchy rash localized to her left wrist.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>High-potency topical corticosteroids</b><br><br>Localized allergic contact dermatitis due to a type IV hypersensitivity reaction is best managed with high-potency topical corticosteroids. Immediate allergen avoidance and anti-inflammatory topical therapy are first-line; diagnostic patch testing and systemic treatments are reserved for chronic, refractory, or widespread cases.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 52-year-old man who operates a homemade distillery presents with 6 weeks of worsening crampy abdominal pain and constipation.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Lead poisoning characterized by colicky abdominal pain, cognitive decline, and microcytic anemia despite adequate iron stores, with basophilic stippling. High-risk exposures include homemade alcohol distillation, bullet fragmentation, and historic ingestion of lead-based paint chips. Management requires chelation therapy with agents such as calcium EDTA, dimercaprol, or succimer.	pharma::general
Pharma	Which of the following is the most appropriate next step in pharmacologic therapy?<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Methylene blue</b><br><br>Osteoid osteoma presents with localized bone pain in young patients, often worse at night and dramatically relieved by NSAIDs. X-ray shows a small (<1.5 cm) radiolucent nidus with surrounding sclerotic bone. The pain is due to prostaglandin production, and definitive treatment is surgical excision or ablation.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 19-year-old man comes to the clinic due to persistent right thigh pain for the past two months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Osteoblastoma</b><br><br>Drug-eluting stents reduce in-stent restenosis by releasing antiproliferative agents such as paclitaxel (microtubule stabilizer, M-phase arrest) or sirolimus (mTOR inhibitor, G₁ arrest) to inhibit vascular smooth muscle proliferation. Both require prolonged dual antiplatelet therapy due to delayed endothelialization and increased late thrombosis risk.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 59-year-old man presents to the emergency department with sudden-onset severe upper back pain radiating between his scapulae.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Begin IV esmolol followed by nitroprusside</b><br><br>Acute aortic dissection requires immediate blood pressure and heart rate control to reduce wall shear stress. Beta-blockers are used first to prevent reflex tachycardia, followed by vasodilators like nitroprusside. Antithrombotic therapies are contraindicated in suspected dissection.	pharma::general
Pharma	A 19-year-old college student returns from a summer volunteer trip to coastal Kenya and presents with fever, chills, headache, and malaise that began 2 days ago.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Mefloquine is often used instead of chloroquine for malaria prophylaxis due to high prevalence of chloroquine-resistant malaria. USMLE likes this mechanism over non-compliance as the most likely reason for infection when someone is given prophylaxis.	pharma::general
Pharma	Chloroquine-resistant Plasmodium falciparum<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Infection with hypnozoites not targeted by chloroquine</b><br><br>Epinephrine treats anaphylaxis by activating α- and β-adrenoreceptors—raising blood pressure, relieving bronchospasm, and preventing further mediator release.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 23-year-old woman is rushed to the emergency department after collapsing at an outdoor gathering.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibits histamine release from mast cells</b><br><br>Methotrexate is a dihydrofolate reductase inhibitors used as the first-line DMARD in RA. It causes pulmonary fibrosis, hepatotoxicity, and bone marrow suppression (neutropenia) with mouth ulcers. Reticulonodular/reticular changes on chest x-ray/CT mean honeycombing and are buzzy for pulmonary fibrosis. Leucovorin rescue (folinic acid) can be used to mitigate methotrexate toxicity.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 54-year-old man presents with progressive shortness of breath and dry cough over 2 weeks.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Alveolar damage due to type III hypersensitivity</b><br><br>Acetaminophen is the first-line pharmacologic treatment for osteoarthritis because it reduces pain via central COX inhibition without peripheral anti-inflammatory effects. Its safety profile is superior to NSAIDs in non-inflammatory conditions like OA, though overdose can cause hepatotoxicity.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 67-year-old man presents to the clinic for evaluation of chronic lower urinary tract symptoms.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibit 5-alpha reductase</b><br><br>Finasteride reduces the size of the prostate by inhibiting 5-alpha reductase, the enzyme responsible for converting testosterone to DHT, the main androgen driving prostatic hyperplasia. This hormonal mechanism addresses the root cause of BPH and is used for long-term reduction of prostate volume and symptom control.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 68-year-old woman comes to the clinic for evaluation of progressively worsening urinary symptoms over the past 6 months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Oxybutynin therapy</b><br><br>Oxybutynin treats urge incontinence by inhibiting involuntary detrusor contractions. It is a muscarinic receptor antagonist (anti-cholinergic).	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 36-year-old woman comes to the neurology clinic for follow-up regarding multiple sclerosis (MS), which was diagnosed 4 years ago after an episode of optic neuritis and confirmation by MRI.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Mirabegron therapy</b><br><br>Urge incontinence is common in patients with multiple sclerosis. Oxybutynin, a muscarinic receptor antagonist, and mirabegron, a beta-3 agonist, are common treatments. Baclofen is a GABA-B agonist that treats spasticity in MS.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 69-year-old man comes to the physician because of a 2-month history of progressive fatigue, shortness of breath with mild exertion, and swelling in his lower legs.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Eplerenone and spironolactone are aldosterone receptor antagonists used sometimes in heart failure. They carry increased risk of hyperkalemia due to interfering with RAAS. Peaked T waves mean hyperkalemia on ECG. Spironolactone has greater risk of gynecomastia than eplerenone.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	mg/dL.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>MAOIs cause serotonin syndrome by preventing serotonin breakdown, especially when combined with SSRIs or other serotonergic drugs. This interaction can be life-threatening due to the accumulation of serotonin in the CNS.	pharma::pharmacology_general_principles_mechanisms_of_action
